anahtar,konusmaci,sapma,f0,tini,seviye,z_f0,z_tini,z_seviye
D10G_T_N_4,SPK_TOLGA,1.3,175.8,1464.8,-22.4,1.3,0.9,0.6
D10H_TH_LETTER,SPK_THEODOROS,1.3,89.9,1660.3,-24.5,1.3,0.1,0.4
D10O_A_ITEM_BOOK,SPK_AGA,1.3,307.7,1787.4,-21.4,1.3,0.2,0.3
D10O_A_ITEM_POWERBANK,SPK_AGA,1.3,307.7,1779.2,-23.3,1.3,0.3,0.9
D11_T_04,SPK_TOLGA,1.3,175.8,1192.5,-22.1,1.3,1.1,0.4
D12_F_ITEM_TAPE,SPK_FATIH,1.3,97.6,897.5,-23.1,1.3,0.6,0.9
D7_HASAN_HELLO,SPK_HASAN,1.3,307.7,2143.9,-22.3,0.6,1.6,0.3
REACT_AGA_SELFIE,SPK_AGA,1.3,307.7,1825.1,-22.5,1.3,0.1,0.4
REACT_AGA_THERMOS,SPK_AGA,1.3,307.7,1783.1,-21.4,1.3,0.3,0.3
D12_T_COLOGNE,SPK_TOLGA,1.3,112.7,1378.3,-19.8,1.3,0.3,1.2
D3_M_IDLE,SPK_MUFIDE,1.3,271.2,1215.4,-20.1,1.3,0.6,1.1
D6B_N_E_03,SPK_NIKO,1.3,278.3,2481.2,-26.0,1.2,1.6,0.4
D7_HUSEYIN_FAN,SPK_HUSEYIN,1.3,242.5,1590.8,-25.4,0.7,0.7,2.1
QUEST_COLUMN_DONE,SPK_TOLGA,1.3,120.8,1378.0,-24.7,0.9,0.3,2.1
D10B_F_B2_1,SPK_FATIH,1.3,97.9,871.5,-23.0,1.3,0.9,0.9
D11_N_H_02,SPK_NIHAT,1.3,220.8,1215.1,-21.0,1.3,0.2,0.8
D12_T_ENTER,SPK_TOLGA,1.3,113.1,1132.1,-22.8,1.3,1.5,0.9
D3_H_24,SPK_HIKMET,1.3,290.9,1963.6,-20.8,1.2,1.6,0.5
D4A_ITEM_LIGHTER_2,SPK_HUSEYIN,1.3,316.9,1605.0,-23.7,1.3,0.8,1.0
D6_LUTFI_LIGHTER,SPK_LUTFI,1.3,118.5,1314.5,-25.7,1.3,0.7,1.8
D8_H_PHONE,SPK_HIKMET,1.3,307.7,2563.1,-20.1,0.3,1.6,0.1
QUEST_BIGBANG_DONE,SPK_TOLGA,1.3,141.0,1557.0,-22.8,0.1,1.6,0.8
REACT_PASHA_PHONE,SPK_PASHA,1.3,129.0,1287.4,-23.0,0.9,1.6,0.7
D10A_T_SIGN,SPK_TOLGA,1.2,173.9,1123.3,-22.0,1.2,1.6,0.3
D12B_T_RADIO,SPK_TOLGA,1.2,175.0,1276.4,-21.5,1.2,0.5,0.0
D5_H_TUNE,SPK_HIKMET,1.2,313.7,1979.0,-23.2,0.0,1.5,2.1
D10O_A_Q2,SPK_AGA,1.2,347.8,1916.6,-18.8,0.7,0.9,2.1
D12_F_KEY_SILENT,SPK_FATIH,1.2,98.2,928.2,-22.4,1.2,0.3,0.6
D13_H_TUNED,SPK_HIKMET,1.2,301.9,1968.5,-18.7,0.6,1.6,0.9
D4B_T_01,SPK_TOLGA,1.2,113.5,1222.8,-23.0,1.2,0.8,1.0
HIKMET_ITEM_BOOK,SPK_HIKMET,1.2,333.3,2559.8,-19.9,1.0,1.6,0.1
ITEM_SELF_THERMOS_2,SPK_TOLGA,1.2,117.6,1125.0,-23.6,1.1,1.6,1.4
D10B_U_NAME,SPK_URBAN,1.2,296.3,2065.2,-19.0,1.2,0.2,0.8
D10B_U_NAME_3,SPK_URBAN,1.2,296.3,1980.0,-21.2,1.2,0.5,0.7
D10L_D_05,SPK_MINER,1.2,231.9,2632.4,-22.6,0.0,1.5,1.6
D1_H_31,SPK_HIKMET,1.2,336.9,2395.2,-21.2,1.2,0.7,0.8
D3_H_END_32,SPK_HIKMET,1.2,307.7,1970.2,-21.8,0.3,1.5,1.1
D6_URBAN_TAPE,SPK_URBAN,1.2,296.3,2121.4,-20.9,1.2,0.6,0.5
D7_HUSEYIN_TRUTH_B,SPK_HUSEYIN,1.2,222.4,1349.3,-22.0,1.2,0.7,0.1
D9_URBAN_AGAIN,SPK_URBAN,1.2,296.3,2011.3,-19.1,1.2,0.3,0.7
REACT_FISHMONGER_CHICKPEAS,SPK_FISHMONGER,1.2,372.1,2516.9,-23.7,0.0,1.5,1.1
REACT_PAINTER_POWERBANK,SPK_PAINTER,1.2,106.0,1682.6,-24.3,1.2,0.7,0.0
REACT_URBAN_CUBE,SPK_URBAN,1.2,296.3,1919.8,-18.3,1.2,1.0,1.3
D10G_T_W_1,SPK_TOLGA,1.2,161.6,1549.7,-20.3,0.7,1.5,0.8
D10L_T_04,SPK_TOLGA,1.2,129.0,1127.4,-22.9,0.6,1.5,0.9
D10Z_K_SOUP_OK_1,SPK_KADRI,1.2,313.7,1775.0,-23.5,0.0,1.5,0.5
D11_N_ILLUM_2,SPK_NIHAT,1.2,219.2,1224.0,-22.7,1.2,0.1,0.3
D11_N_ITEM_CHICKPEAS,SPK_NIHAT,1.2,219.2,1234.5,-22.7,1.2,0.0,0.4
D11_N_NK_04,SPK_NIHAT,1.2,219.2,1130.8,-21.1,1.2,1.4,0.7
D11_N_RUN_FAIL,SPK_NIHAT,1.2,219.2,1227.6,-21.0,1.2,0.1,0.8
D15_N_N4,SPK_MUFIDE,1.2,242.4,1179.0,-25.4,0.6,1.0,2.0
D3_N_02,SPK_NIHAT,1.2,219.2,1286.4,-22.0,1.2,0.7,0.1
D4B_NIKO_LIGHTER,SPK_NIKO,1.2,340.4,2435.8,-25.6,1.2,1.3,0.1
D4B_N_ECLIPSE_2,SPK_NIKO,1.2,340.4,2400.3,-24.4,1.2,1.0,0.7
D6B_N_CALL,SPK_NIKO,1.2,340.4,2407.5,-23.8,1.2,1.1,1.1
D7_LUTFI_TRUTH_B,SPK_LUTFI,1.2,142.9,1034.7,-20.5,0.3,1.5,0.8
D8_H_TAPE,SPK_HIKMET,1.2,313.7,2556.1,-20.5,0.0,1.5,0.3
D9_P_1,SPK_PASHA,1.2,133.3,1100.4,-18.8,1.2,0.2,0.8
ITEM_SELF_COLOGNE_2,SPK_TOLGA,1.2,132.8,1128.1,-22.5,0.5,1.5,0.7
ITEM_SELF_LIGHTER,SPK_TOLGA,1.2,113.9,1382.5,-22.7,1.2,0.3,0.8
MG_HAG_NIKO_DEAL,SPK_NIKO,1.2,280.7,2472.4,-26.7,1.1,1.5,0.9
REACT_NIHAT_COLOGNE,SPK_NIHAT,1.2,219.2,1183.3,-23.1,1.2,0.7,0.6
REACT_NIKO_LIGHTER,SPK_NIKO,1.2,340.4,2278.4,-24.1,1.2,0.2,0.8
REACT_NIKO_PHONE,SPK_NIKO,1.2,340.4,2137.4,-22.7,1.2,0.8,1.8
REACT_NIKO_POWERBANK,SPK_NIKO,1.2,301.9,2037.8,-23.6,0.3,1.5,1.2
REACT_PASHA_LIGHTER,SPK_PASHA,1.2,133.3,1098.7,-19.3,1.2,0.2,0.6
D10H_L_FIXED_1,SPK_LUTFI,1.2,177.8,1420.9,-21.6,1.1,1.5,0.2
D10H_T_RADIO_SAVE,SPK_TOLGA,1.2,114.3,1226.2,-21.7,1.2,0.8,0.1
D10L_G_LEBLEBI,SPK_GRANT,1.2,158.4,1145.8,-22.6,0.9,1.5,0.5
D10Z_K_SWEET_OK_2,SPK_KADRI,1.2,320.0,2260.7,-27.6,0.3,1.5,1.8
D13_K_MISSED,SPK_KADRI,1.2,320.0,1776.4,-22.5,0.3,1.5,1.1
D1_H_08,SPK_HIKMET,1.2,290.9,1999.1,-18.3,1.2,1.4,1.2
D1_H_IDLE_4,SPK_HIKMET,1.2,326.5,2553.2,-19.4,0.7,1.5,0.5
D3_H_22,SPK_HIKMET,1.2,290.9,2032.3,-19.1,1.2,1.2,0.7
D6_KADRI_ASK,SPK_KADRI,1.2,290.9,1965.6,-24.4,1.2,0.3,0.0
D8_H_PAJAMA,SPK_HIKMET,1.2,290.9,2120.3,-20.7,1.2,0.8,0.4
ITEM_SELF_PHONE,SPK_TOLGA,1.2,114.3,1146.7,-21.7,1.2,1.4,0.1
MG_CAUL_K_START_1,SPK_KADRI,1.2,326.5,2261.8,-26.1,0.7,1.5,1.0
D10G_W_2,SPK_WINE,1.2,228.6,1373.2,-22.0,1.2,1.2,0.1
D12_F_WHO_A,SPK_FATIH,1.2,103.2,825.0,-21.0,0.8,1.5,0.0
D12_T_WHO_C,SPK_TOLGA,1.2,173.9,1465.7,-21.6,1.2,0.9,0.1
D4B_NIKO_CUBE,SPK_NIKO,1.2,278.3,2242.1,-25.7,1.2,0.1,0.2
D4B_N_CHICKEN,SPK_NIKO,1.2,278.3,2348.4,-26.6,1.2,0.7,0.8
D7_N_REPORT,SPK_NIHAT,1.2,152.4,1122.6,-22.9,0.4,1.5,0.6
D_AYA_TOP,SPK_TOLGA,1.2,173.9,1366.3,-21.0,1.2,0.2,0.3
REACT_EMPEROR_CUBE,SPK_EMPEROR,1.2,105.3,878.1,-18.1,0.5,1.5,1.6
D3_N_TRACE_DONE,SPK_NIHAT,1.2,119.0,1223.9,-22.2,1.2,0.1,0.0
D6A_T_ROAD_Y,SPK_TOLGA,1.2,114.7,1237.5,-23.1,1.2,0.7,1.1
D7_LUTFI_TRUTH_A,SPK_LUTFI,1.2,120.3,1067.5,-23.2,1.2,1.3,0.5
MG_MAN_E_WIN,SPK_EMPEROR,1.2,94.4,908.6,-21.5,1.2,1.3,0.3
REACT_FATIH_REPLAY_1,SPK_FATIH,1.2,128.5,825.4,-20.2,1.1,1.5,0.4
REACT_KADRI_CHICKPEAS,SPK_KADRI,1.2,313.7,1861.7,-20.9,0.0,1.0,2.0
REACT_TAILOR_LIGHTER,SPK_TAILOR,1.2,278.3,2220.5,-19.6,0.7,1.5,0.7
D10A_T_N_02,SPK_TOLGA,1.2,170.2,1543.6,-20.6,1.1,1.5,0.6
D10G_H_RADIO,SPK_HIKMET,1.2,326.5,2544.2,-19.8,0.7,1.5,0.2
D10G_W_AGAIN,SPK_WINE,1.2,192.8,1212.9,-23.9,1.2,0.0,1.1
D10H_G_NOTHING,SPK_GIUST,1.2,202.5,2413.9,-23.8,0.8,1.5,0.3
D10Z_K_CRIT_2,SPK_KADRI,1.2,320.0,2228.3,-27.9,0.3,1.3,2.0
D12_H_MACHINE,SPK_HIKMET,1.2,326.5,2547.6,-21.0,0.7,1.5,0.7
D13_T3_02,SPK_TOLGA,1.2,160.8,1134.0,-21.7,0.7,1.5,0.1
D1_H_19,SPK_HIKMET,1.2,326.5,2546.5,-18.6,0.7,1.5,0.9
D2_T_05,SPK_TOLGA,1.2,172.0,1427.7,-18.6,1.1,0.6,2.0
D2_T_ARROW_2,SPK_TOLGA,1.2,163.3,1541.9,-20.3,0.8,1.5,0.8
D4A_T_WIN_THERMOS,SPK_TOLGA,1.2,120.3,1135.4,-22.4,1.0,1.5,0.6
D6A_T_RING,SPK_TOLGA,1.2,116.8,1136.4,-23.1,1.1,1.5,1.1
D6B_NIHAT_ALARM,SPK_NIHAT,1.2,217.7,1185.9,-22.9,1.2,0.6,0.5
MG_ARC_H_BULL_1,SPK_HASAN,1.2,301.9,2119.6,-21.8,0.5,1.5,0.5
NPC_CALLIGRAPHER_3,SPK_CALLIGRAPHER,1.2,84.2,1408.8,-20.9,0.3,1.5,1.2
D13_W4_5,SPK_TOLGA,1.2,115.1,1230.5,-21.8,1.2,0.8,0.2
D1_H_25,SPK_HIKMET,1.2,313.7,1985.5,-19.0,0.0,1.5,0.7
D7_LUTFI_AGAIN,SPK_LUTFI,1.2,179.8,1134.7,-23.1,1.2,0.7,0.5
D9_T_DEPORTED,SPK_TOLGA,1.2,115.1,1279.8,-21.7,1.2,0.4,0.1
MG_MAN_E_OPEN,SPK_EMPEROR,1.2,110.0,1128.4,-19.9,1.2,0.1,0.9
QUEST_CALLIGRAPHY_DONE,SPK_TOLGA,1.2,115.1,1160.8,-24.3,1.2,1.3,1.9
D10B_U_03,SPK_URBAN,1.2,301.9,2224.0,-20.6,0.9,1.4,0.3
D10B_U_B3_1,SPK_URBAN,1.2,307.7,2130.8,-23.1,0.6,0.7,1.9
D10L_D_DIG_2,SPK_MINER,1.2,248.1,2355.3,-19.7,1.2,0.3,0.1
D11_N_LOST_2,SPK_NIHAT,1.2,149.5,1340.4,-22.2,0.5,1.4,0.1
D12_F_AGAIN,SPK_FATIH,1.2,123.1,1073.1,-21.1,0.7,1.4,0.1
D3_N_LOOK_FEZSHELF,SPK_NIHAT,1.2,157.6,1341.0,-22.5,0.3,1.4,0.2
D6_GIUST_BOOK,SPK_GIUST,1.2,219.3,2406.5,-24.3,0.5,1.4,0.7
D7_KADRI_AGAIN,SPK_KADRI,1.2,313.7,2219.7,-27.8,0.0,1.2,1.9
D7_N_GIUST_WARNED,SPK_NIHAT,1.2,145.5,1341.0,-24.1,0.6,1.4,1.4
ITEM_SELF_COLOGNE,SPK_TOLGA,1.2,152.4,1539.6,-21.0,0.3,1.4,0.3
ITEM_SHOW_THING,SPK_TOLGA,1.2,131.7,1138.1,-23.6,0.5,1.4,1.4
D10H_TH_OFFER,SPK_THEODOROS,1.1,90.9,1797.0,-25.8,1.1,0.4,1.0
D11_N_LOST_1,SPK_NIHAT,1.1,216.2,1338.2,-23.1,1.1,1.4,0.7
D3_M_05,SPK_MUFIDE,1.1,242.4,1366.3,-22.6,0.6,1.4,0.4
D6_LUTFI_SELFIE,SPK_LUTFI,1.1,121.2,1110.6,-24.3,1.1,0.9,1.1
D8_C_HINT,SPK_CEMIL,1.1,275.9,1647.6,-20.7,1.1,0.2,0.1
MG_HAG_NIKO_SWEET,SPK_NIKO,1.1,333.3,2112.3,-22.5,0.9,1.0,1.9
REACT_WINE_POWERBANK,SPK_WINE,1.1,197.5,1018.2,-22.0,0.9,1.4,0.1
D10O_T_01,SPK_TOLGA,1.1,145.5,1143.3,-20.6,0.1,1.4,0.6
D10Z_K_MAIN_OK_2,SPK_KADRI,1.1,326.5,1790.9,-21.0,0.7,1.4,1.9
D11_N_FIRED,SPK_NIHAT,1.1,124.0,1127.3,-23.9,1.1,1.4,1.2
D11_N_NK_02,SPK_NIHAT,1.1,168.4,1128.3,-21.3,0.0,1.4,0.6
D11_T_HELP_2,SPK_TOLGA,1.1,116.0,1417.0,-19.5,1.1,0.6,1.4
D2_T_CURRENT,SPK_TOLGA,1.1,115.9,1179.9,-19.1,1.1,1.1,1.6
D4_H_RED_AGAIN,SPK_HIKMET,1.1,320.0,2537.8,-18.4,0.3,1.4,1.1
D7_N_DELAYED,SPK_NIHAT,1.1,163.3,1339.2,-22.3,0.1,1.4,0.1
REACT_LUTFI_SELFIE,SPK_LUTFI,1.1,124.0,1048.1,-25.4,1.0,1.4,1.6
D10A_T_REFUSE,SPK_TOLGA,1.1,172.0,1288.2,-19.2,1.1,0.4,1.5
D10H_T_RADIO_LETTER,SPK_TOLGA,1.1,172.0,1338.2,-19.1,1.1,0.0,1.6
D10L_D_SUPPORT,SPK_MINER,1.1,216.2,2273.7,-20.9,1.1,0.0,0.6
D10Z_K_TITLE,SPK_KADRI,1.1,313.7,1793.3,-24.7,0.0,1.4,0.2
D12_F_ITEM_THERMOS,SPK_FATIH,1.1,129.0,965.6,-20.0,1.1,0.2,0.4
D6A_S_LETTER_R2,SPK_SOLDIER,1.1,127.0,1617.1,-22.8,0.9,0.9,1.9
D6B_T_WARN,SPK_TOLGA,1.1,172.0,1373.0,-20.1,1.1,0.2,0.9
D7_HASAN_TRUTH_B,SPK_HASAN,1.1,242.4,1527.5,-24.0,1.0,1.4,0.7
D9_MINER_TR2,SPK_MINER,1.1,216.2,2508.3,-20.3,1.1,1.0,0.2
D9_T_THEO_2,SPK_TOLGA,1.1,172.0,1223.3,-21.5,1.1,0.8,0.0
REACT_CAMELEER_LIGHTER,SPK_CAMELEER,1.1,355.6,2473.3,-24.5,0.6,1.4,1.2
REACT_HIKMET_PHONE,SPK_HIKMET,1.1,301.9,1995.9,-19.2,0.6,1.4,0.5
REACT_KID_CHICKPEAS,SPK_KID,1.1,242.4,1268.2,-21.3,1.1,0.0,0.4
REACT_KID_POWERBANK,SPK_KID,1.1,242.4,1258.2,-23.1,1.1,0.1,1.2
REACT_MINER_SELFIE,SPK_MINER,1.1,216.2,2238.1,-22.6,1.1,0.2,1.6
D10A_TH_MEET_2,SPK_THEODOROS,1.1,94.7,1281.9,-22.3,0.7,1.4,0.6
D10A_TH_WRONG_3,SPK_THEODOROS,1.1,91.2,1287.2,-20.7,1.1,1.4,1.4
D10G_C_TO_FATIH,SPK_CAPTAIN,1.1,235.3,1922.3,-21.8,1.1,0.3,1.4
D11_N_CANT_HELP,SPK_NIHAT,1.1,144.1,1130.1,-22.2,0.6,1.4,0.1
D12B_K_03,SPK_EMPEROR,1.1,109.6,1058.6,-18.7,1.1,0.5,1.4
D4B_NIKO_SELFIE,SPK_NIKO,1.1,310.7,2056.5,-26.3,0.1,1.4,0.6
D6_LUTFI_PHONE,SPK_LUTFI,1.1,145.5,1118.9,-25.8,0.2,0.9,1.9
REACT_CAMELEER_CHICKPEAS,SPK_CAMELEER,1.1,381.0,2471.5,-21.6,0.6,1.4,0.6
REACT_FATIH_TAPE,SPK_FATIH,1.1,99.7,922.1,-24.4,1.1,0.3,1.5
D10H_T_EXIT_3,SPK_TOLGA,1.1,116.8,1288.0,-23.3,1.1,0.4,1.2
D10O_A_BYE,SPK_AGA,1.1,355.6,1823.8,-23.0,1.1,0.1,0.8
D10O_A_Q1,SPK_AGA,1.1,355.6,1804.2,-21.4,1.1,0.1,0.3
D10O_A_Q3_KAVUK,SPK_AGA,1.1,355.6,1762.6,-22.2,1.1,0.5,0.2
D13_F_MISSED,SPK_FATIH,1.1,110.3,834.0,-20.7,0.3,1.4,0.1
D15_N_N1,SPK_NIHAT,1.1,150.9,1336.3,-20.8,0.4,1.4,0.9
D4A_K_DISHES,SPK_KADRI,1.1,301.9,1796.2,-24.8,0.6,1.4,0.3
D4B_N_ECLIPSE_1,SPK_NIKO,1.1,280.7,2190.1,-24.8,1.1,0.5,0.4
D6B_N_E_01,SPK_NIKO,1.1,280.7,2303.1,-25.1,1.1,0.3,0.2
D9_T_A,SPK_TOLGA,1.1,116.8,1191.1,-21.4,1.1,1.1,0.1
D9_T_GATE_LETTER,SPK_TOLGA,1.1,116.8,1203.4,-22.5,1.1,1.0,0.7
MG_HAG_WINE_SWEET,SPK_WINE,1.1,210.5,1025.0,-21.9,0.0,1.4,0.2
QUEST_COLOGNE_DONE,SPK_TOLGA,1.1,116.8,1313.7,-23.1,1.1,0.2,1.1
REACT_NIKO_SELFIE,SPK_NIKO,1.1,280.8,2420.3,-27.3,1.1,1.2,1.2
REACT_NIKO_TAPE,SPK_NIKO,1.1,313.7,2452.5,-26.8,0.2,1.4,0.9
D10O_A_Q3_POLES,SPK_AGA,1.1,333.3,1666.5,-22.2,0.0,1.4,0.3
D11_N_ARRIVE,SPK_NIHAT,1.1,168.4,1225.9,-24.9,0.0,0.1,1.8
D12_F_HIDE,SPK_FATIH,1.1,100.0,960.3,-22.6,1.1,0.1,0.7
D12_F_HIKMET_3,SPK_FATIH,1.1,100.0,872.8,-22.7,1.1,0.9,0.8
D13_H_02,SPK_HIKMET,1.1,320.0,2294.2,-17.3,0.3,0.2,1.8
D1_H_18,SPK_HIKMET,1.1,307.7,2525.9,-21.6,0.3,1.4,1.1
D3_H_END_34B,SPK_HIKMET,1.1,313.7,2345.8,-22.8,0.0,0.4,1.8
D4B_T_ECLIPSE_3,SPK_TOLGA,1.1,141.0,1397.6,-18.8,0.1,0.4,1.8
D5_H_CONF_0,SPK_HIKMET,1.1,296.3,2003.1,-20.5,0.9,1.4,0.3
D6_H_NO_ANSWER,SPK_HIKMET,1.1,301.9,2142.3,-22.8,0.6,0.6,1.8
D7_GIUST_NO,SPK_GIUST,1.1,225.4,2389.1,-23.0,0.9,1.4,0.2
D9_LUTFI_BUSY,SPK_LUTFI,1.1,173.0,1404.1,-21.4,0.9,1.4,0.3
REACT_DOUBLE_COLOGNE,SPK_DOUBLE,1.1,275.9,2018.6,-22.0,1.1,0.4,0.9
REACT_FISHMONGER_SELFIE,SPK_FISHMONGER,1.1,372.1,2037.5,-19.9,0.0,1.4,1.4
REACT_KID_LIGHTER,SPK_KID,1.1,290.9,1402.3,-19.4,0.8,1.4,0.4
D15_G_PYJAMA_T,SPK_TOLGA,1.1,171.2,1324.3,-22.1,1.1,0.1,0.4
D3_H_RULE,SPK_HIKMET,1.1,313.7,2523.1,-22.3,0.0,1.4,1.5
D3_N_12,SPK_NIHAT,1.1,123.1,1268.2,-23.8,1.1,0.5,1.1
REACT_DERVISH_LIGHTER,SPK_DERVISH,1.1,87.0,1392.3,-21.4,1.1,0.4,0.0
REACT_GIUST_PHONE,SPK_GIUST,1.1,202.5,1796.9,-22.6,0.8,1.4,0.5
D10G_F_LETTER,SPK_FATIH,1.1,123.1,837.4,-20.9,0.7,1.4,0.1
D10H_K_CANT_SAY,SPK_EMPEROR,1.1,96.4,907.0,-26.5,0.9,1.4,1.5
D11_N_BURIED,SPK_NIHAT,1.1,213.3,1159.5,-22.8,1.1,1.0,0.5
D7_HASAN_FAN,SPK_HASAN,1.1,238.8,1547.4,-24.6,1.1,1.3,1.1
D7_N_SEND_Q,SPK_NIHAT,1.1,151.7,1333.4,-22.4,0.4,1.4,0.2
HIKMET_ITEM_CUBE,SPK_HIKMET,1.1,307.7,2416.9,-22.7,0.3,0.8,1.8
MG_ARC_H_AFTER_WIN,SPK_HASAN,1.1,238.8,1838.2,-23.5,1.1,0.1,0.4
D12_F_ITEM_LIGHTER,SPK_FATIH,1.1,100.3,1030.3,-24.7,1.1,0.9,1.7
D13_W4_4,SPK_HIKMET,1.1,293.6,2295.8,-17.6,1.1,0.2,1.6
D1_T_03,SPK_TOLGA,1.1,146.8,1285.7,-18.8,0.1,0.4,1.8
D3_R_14B,SPK_RIZA,1.1,235.3,2179.7,-20.5,0.4,1.3,0.9
D4A_T_WIN_CUBE,SPK_TOLGA,1.1,132.2,1524.5,-23.3,0.5,1.3,1.2
REACT_KADRI_POWERBANK,SPK_KADRI,1.1,293.6,2182.9,-25.8,1.1,1.0,0.8
REACT_KADRI_THERMOS,SPK_KADRI,1.1,301.9,1804.4,-26.0,0.6,1.3,0.9
D10B_U_CALC,SPK_URBAN,1.1,340.4,2126.3,-18.4,1.1,0.7,1.1
D10G_N_3,SPK_NOTARY,1.1,177.8,1326.6,-20.3,0.4,1.3,0.1
D10Z_K_SWEET_OK_1,SPK_KADRI,1.1,301.9,1893.4,-21.3,0.6,0.8,1.8
D15_O_DOCS,SPK_TOLGA,1.1,156.2,1521.0,-22.6,0.5,1.3,0.8
D1_H_10,SPK_HIKMET,1.1,307.7,2517.5,-21.1,0.3,1.3,0.7
D6B_T_SEALED,SPK_TOLGA,1.1,136.8,1156.4,-22.2,0.3,1.3,0.5
D6_LUTFI_CUBE,SPK_LUTFI,1.1,123.6,1294.1,-24.0,1.1,0.5,0.9
D6_URBAN_HELLO,SPK_URBAN,1.1,340.4,2018.6,-20.2,1.1,0.2,0.0
D7_N_WALL_TORN,SPK_NIHAT,1.1,212.3,1289.5,-23.4,1.1,0.8,0.9
MG_HAG_URBAN_OPEN,SPK_URBAN,1.1,340.4,2046.3,-19.2,1.1,0.0,0.6
REACT_EMPEROR_BOOK,SPK_EMPEROR,1.1,95.2,929.4,-25.1,1.1,1.2,1.0
REACT_KID_TAPE,SPK_KID,1.1,296.3,1326.8,-16.2,1.0,0.6,1.8
REACT_THEODOROS_PHONE,SPK_THEODOROS,1.1,96.1,1301.5,-22.5,0.5,1.3,0.5
REACT_URBAN_PHONE,SPK_URBAN,1.1,340.4,2011.7,-21.6,1.1,0.3,1.0
D10A_TH_PROGRESS,SPK_THEODOROS,1.1,91.7,1790.8,-25.8,1.1,0.4,1.1
D10B_T_CALC_EYE,SPK_TOLGA,1.1,170.2,1342.7,-20.4,1.1,0.0,0.8
D10G_N_EARLY,SPK_NOTARY,1.1,170.2,1234.1,-22.2,1.1,0.5,1.3
D10H_T_RENT,SPK_TOLGA,1.1,170.2,1254.3,-21.3,1.1,0.6,0.1
D10Z_T_TITLE_2,SPK_TOLGA,1.1,170.2,1317.1,-21.0,1.1,0.2,0.3
D2_S_06,SPK_SOLDIER,1.1,290.9,2434.3,-15.1,1.1,1.2,0.9
REACT_GUARDS_CUBE,SPK_HASAN,1.1,258.1,1549.8,-25.2,0.6,1.3,1.4
D10O_K_COME,SPK_KADRI,1.0,333.3,2040.0,-24.1,1.0,0.1,0.2
D10O_T_THROWN_1,SPK_TOLGA,1.0,118.5,1389.6,-22.3,1.0,0.4,0.5
D10Z_K_SWEET_NO,SPK_KADRI,1.0,333.3,1967.7,-22.4,1.0,0.3,1.1
D11_H_07,SPK_HIKMET,1.0,333.3,2230.8,-18.8,1.0,0.2,0.8
D12_END_12_2_3,SPK_FATIH,1.0,107.4,1060.0,-19.4,0.5,1.3,0.7
D12_T_CANNON_A,SPK_TOLGA,1.0,118.5,1273.7,-22.1,1.0,0.5,0.4
D12_T_CONFESS,SPK_TOLGA,1.0,136.8,1160.0,-21.9,0.3,1.3,0.2
D13_H3_01,SPK_HIKMET,1.0,333.3,2267.4,-20.6,1.0,0.0,0.4
D1_H_26,SPK_HIKMET,1.0,326.5,2167.9,-17.4,0.7,0.5,1.7
D1_H_IDLE_3,SPK_HIKMET,1.0,333.3,2304.1,-20.7,1.0,0.2,0.5
D2_HU_12,SPK_HUSEYIN,1.0,293.6,1485.1,-24.8,0.7,0.1,1.7
D2_H_04,SPK_HIKMET,1.0,333.3,2295.1,-21.0,1.0,0.2,0.7
D2_H_24,SPK_HIKMET,1.0,333.3,2251.7,-20.4,1.0,0.1,0.2
D2_H_SWIM_BOAT_2,SPK_HIKMET,1.0,333.3,2223.2,-17.7,1.0,0.2,1.6
D5_H_FOUND,SPK_HIKMET,1.0,333.3,2337.3,-20.1,1.0,0.4,0.0
D5_H_FOUND_SLIPPER,SPK_HIKMET,1.0,333.3,2249.5,-20.8,1.0,0.1,0.5
D5_H_FOUND_TV,SPK_HIKMET,1.0,333.3,2428.2,-19.5,1.0,0.9,0.4
D6_KADRI_CHICKPEAS_2,SPK_KADRI,1.0,333.3,1998.6,-21.6,1.0,0.1,1.6
D7_N_FOUND2,SPK_NIHAT,1.0,152.4,1137.1,-21.2,0.4,1.3,0.6
D8_H_G4,SPK_HIKMET,1.0,320.0,2513.1,-20.2,0.3,1.3,0.1
D8_H_VAN,SPK_HIKMET,1.0,313.7,2513.2,-19.7,0.0,1.3,0.2
D9_H2_2,SPK_HIKMET,1.0,333.3,2095.3,-21.2,1.0,0.9,0.8
D9_T_MINER_YES,SPK_TOLGA,1.0,118.5,1193.9,-21.8,1.0,1.1,0.2
MG_CAUL_K_COMBO_2,SPK_KADRI,1.0,320.0,2203.9,-21.3,0.3,1.1,1.7
MG_CAUL_K_COMBO_3,SPK_KADRI,1.0,333.3,2208.4,-23.6,1.0,1.2,0.4
QUEST_CUBE_DONE,SPK_TOLGA,1.0,118.5,1245.0,-23.7,1.0,0.7,1.4
REACT_HIKMET_CUBE,SPK_HIKMET,1.0,333.3,2268.4,-20.8,1.0,0.0,0.5
REACT_KADRI_PHONE,SPK_KADRI,1.0,333.3,2144.5,-23.0,1.0,0.8,0.8
REACT_SOLDIER_CUBE,SPK_SOLDIER,1.0,203.8,2117.3,-22.3,0.0,0.4,1.7
D12_F_LETTER,SPK_FATIH,1.0,105.6,842.0,-22.1,0.7,1.3,0.5
D3_H_17,SPK_HIKMET,1.0,326.5,2018.0,-21.3,0.7,1.3,0.9
D3_H_19,SPK_HIKMET,1.0,301.9,2018.5,-20.6,0.6,1.3,0.4
