anahtar,bolum,konusmaci,ton,ton_elle,tr,en,kaynak
D7_N_LUTFI_THANKS,7,SPK_NIHAT,,0,"Teşekkür ederim. Bir tarihi kişi, bir Büro formu doldurdu. Tarihte bir ilk. Tarihte olmaması gereken bir ilk.",Thank you. A historical figure has filled in a Bureau form. A first in history. A first that shouldn't be in history.,kod
D7_N_NIKO_ASK,7,SPK_NIHAT,,0,Zaman Bürosu. Fesli bir şahıs. Siz ona 'casus' diyordunuz sanırım.,Time Bureau. A person in a fez. I believe you called him a 'spy'.,kod
D7_N_NO_TEA,7,SPK_NIHAT,,0,"Görevdeyim. Çay, görev dışıdır.",I'm on duty. Tea is off-duty.,kod
D7_N_REPORT,7,SPK_NIHAT,,0,Daktilo. Saha raporu. Şüphelinin konumu:,The typewriter. Field report. The suspect's location:,kod
D7_N_SCANNER,7,SPK_NIHAT,,0,Tarayıcı ekranı yeşil. İze yaklaştıkça kırmızıya döner. Her tarama bir saat. Her sohbet yarım saat. Zaman... zamandır.,The scanner's screen is green. It turns red as I get closer to a trace. Each scan takes an hour. Each conversation half an hour. Time is... time.,kod
D7_N_SEND_Q,7,SPK_NIHAT,,0,Rapor hazır. Gönderirsem Büro yarın sabah gelir. Şüpheli... mutlu görünüyordu.,"The report is ready. If I send it, the Bureau comes tomorrow morning. The suspect... looked happy.",kod
D7_N_SENT,7,SPK_NIHAT,,0,Gönderildi. Üç nüsha. Doğrusu bu. ...Doğrusu bu.,Sent. In triplicate. It's the right thing. ...It's the right thing.,kod
D7_N_SUNSET,7,SPK_NIHAT,,0,"Güneş batıyor. Kapının mesaisi bitmek üzere. Raporu şimdi yazmam lazım, ne biliyorsam onu.","The sun is setting. The door's shift is nearly over. I must write the report now, with whatever I know.",kod
D7_N_TEA,7,SPK_NIHAT,,0,(Oturur) ...Yönetmelikte 'çay' geçmiyor. Yasak değil demek.,(Sits) ...The regulations don't mention 'tea'. So it isn't forbidden.,kod
D7_N_TEA_DONE,7,SPK_NIHAT,,0,Güzel çaymış. Bunu rapora yazmayacağım. Ama aklıma yazacağım.,That was good tea. I shan't put it in the report. But I'll put it in my memory.,kod
D7_N_THEO_ASK,7,SPK_NIHAT,,0,"Başvuru değil. Soruşturma. Zaman Bürosu, Denetçi Zamanoğlu.","Not an application. An investigation. The Time Bureau, Inspector Zamanoğlu.",kod
D7_N_THEO_CHAT,7,SPK_NIHAT,,0,...Siz de mi yedi nüsha kullanıyorsunuz?,...You use seven copies as well?,kod
D7_N_THEO_CHAT2,7,SPK_NIHAT,,0,Üç. Ama her biri kendi arşiv dolabında. Dolaplar alfabetik değil. Tarihe göre. Ters tarihe göre.,Three. But each in its own archive cabinet. The cabinets aren't alphabetical. They're chronological. Reverse chronological.,kod
D7_N_TRACE_ARTILLERY,7,SPK_NIHAT,,0,Kurum izi. Ve bir çakmak kokusu. Limonlu kolonya ile karışık.,A scorch mark. And the smell of a lighter. Mixed with lemon cologne.,ad
D7_N_TRACE_CELL,7,SPK_NIHAT,,0,Leblebi kabukları. Parmaklıkların önünde. Ve içeriden bir mırıltı: 'Kırmızımsı...',Leblebi shells. In front of the bars. And a murmur from inside: 'Reddish...',kod
D7_N_TRACE_CHANCERY,7,SPK_NIHAT,,0,Mürekkep lekesi. Yedi mühür. Yedi! Birisi burada çok verimli bir gün geçirmiş.,An ink stain. Seven seals. Seven! Someone had a very productive day here.,ad
D7_N_TRACE_KITCHEN,7,SPK_NIHAT,,0,"Leblebi kabukları. Kavrulmuş nohut, 1453'te. Kronolojik bir suç.","Leblebi shells. Roasted chickpeas, in 1453. A chronological crime.",ad
D7_N_TRACE_MARKET,7,SPK_NIHAT,,0,"Kırmızı keçe iplikleri. Bir fes, bir keçiyle boğuşmuş.",Threads of red felt. A fez has wrestled with a goat.,ad
D7_N_TRACE_OTAG,7,SPK_NIHAT,,0,"Otağın önü. Toz, at izleri, bir de... bir kaftan düğmesi.","In front of the imperial tent. Dust, hoofprints, and... a kaftan button.",ad
D7_N_TRACE_OUTSIDE,7,SPK_NIHAT,,0,Beyaz bir bez parçası. İzler kapıdan dışarı çıkıyor. Tarayıcı çıldırıyor.,A scrap of white cloth. The traces lead out through the gate. The scanner is going wild.,ad
D7_N_TRACE_PALACE,7,SPK_NIHAT,,0,Kırık bir mühür. Kırmızı balmumu. İmparatorluk mührü. Bunun formu bile yok.,A broken seal. Red wax. The imperial seal. There isn't even a form for this.,ad
D7_N_TRACE_TENT,7,SPK_NIHAT,,0,Yırtık bir sayfa. 'Fatih Sultan Mehmet İstanbul'u fethetti.' Geçmiş zaman. Bu cümle burada olmamalı.,A torn page. 'Mehmed conquered Constantinople.' Past tense. This sentence should not be here.,ad
D7_N_TRACE_WALLS,7,SPK_NIHAT,,0,Fes ipliği. Surların dibinde. Birisi burada birine sigorta satmaya çalışmış.,A thread from a fez. At the foot of the walls. Someone tried to sell insurance to someone here.,ad
D7_N_URBAN_ASK,7,SPK_NIHAT,,0,Zaman Bürosu. Bir cin kutusu gördünüz mü? Yani... bir telefon?,Time Bureau. Have you seen a djinn box? I mean... a telephone?,kod
D7_N_URBAN_DJINN,7,SPK_NIHAT,,0,"'Şarjım bitti.' Rapora, olduğu gibi yazıyorum.",'Battery low.' I'm putting that in the report word for word.,kod
D7_N_WALL,7,SPK_NIHAT,[hesitant],0,(Önünde bir duvar yükseliyor. Madde madde. Yönetmelik.) ...Hayır. Sadece... bir gün. Bir gün bekleyecektim.,(A wall rises before him. Article after article. Regulations.) ...No. Just... a day. I was only going to wait a day.,kod
D7_N_WALL_KEPT,7,SPK_NIHAT,[sad],0,(Duvar geri çekiliyor. Form sapasağlam.) ...Gönderiyorum. Kurallar bizi korur. Kurallar... bizi korur.,(The wall recedes. The form is perfectly intact.) ...I'm sending it. Rules protect us. Rules... protect us.,kod
D7_N_WALL_TORN,7,SPK_NIHAT,,0,(Kâğıt parçaları yere dökülüyor) ...Yırttım. Formu yırttım. Hayatımda ilk kez. Ellerim titriyor. Güzel bir titreme.,(Scraps of paper tumble to the ground) ...I tore it. I tore the form. For the first time in my life. My hands are shaking. A nice kind of shaking.,kod
D7_N_WARM,7,SPK_NIHAT,,0,"İz ılık. Buradan geçmiş, ama kalmamış. Bir sigortacı gibi: gelir, satar, gider.","The trace is warm. He passed through but didn't stay. Like an insurance man: arrives, sells, leaves.",kod
D7_S_LETTER,7,SPK_SOLDIER,,0,Annem mektuba cevap yazdı! 'Geri dönüşünüz için teşekkür ederim' diyor. Annem de sigortacı olmuş.,My mother answered my letter! She says 'Thank you for your feedback.' My mother's become an insurance woman too.,kod
D7_THEODOROS_AGAIN,7,SPK_THEODOROS,,0,[Yunanca] Meslektaşım! Yedi nüsha selamlar.,[Greek] My colleague! Greetings in seven copies.,ad
D7_THEO_CHAT,7,SPK_THEODOROS,,0,[Yunanca] Yedi! Siz kaç?,[Greek] Seven! And you?,kod
D7_THEO_CHAT2,7,SPK_THEODOROS,[sad],0,[Yunanca] (Gözleri dolar) Ters tarih... Kimse beni böyle anlamamıştı. Meslektaşım!,[Greek] (His eyes well up) Reverse chronological... No one has ever understood me like this. My colleague!,kod
D7_THEO_FORM,7,SPK_THEODOROS,,0,"[Yunanca] Yabancı bir form... (inceler) Mühür yeri var. İmza yeri var. Nüsha yeri var. Mükemmel. (Doldurur, yedi kopyasını çıkarır)",[Greek] A foreign form... (examines it) A space for the seal. A space for the signature. A space for the copy number. Perfect. (Fills it in and makes seven copies),kod
D7_THEO_FORM_Z9,7,SPK_THEODOROS,,0,[Yunanca] Bilgi talebi Form Ζ-9 ile yapılır. Form Ζ-9'u almak için Form Ζ-8 gerekir. Ζ-8 ise...,[Greek] Requests for information are made on Form Ζ-9. To obtain Form Ζ-9 one requires Form Ζ-8. And Ζ-8...,kod
D7_THEO_HELLO,7,SPK_THEODOROS,,0,[Yunanca] Logothetes Theodoros. Başvurunuz hangi odaya?,"[Greek] Theodoros, Logothete. Which room is your application for?",kod
D7_THEO_TRUTH_CELL,7,SPK_THEODOROS,,0,[Yunanca] Aradığınız kişi dört hata yaptı. Zindanda. Başvurusu hâlâ açık. Açık kalacak.,[Greek] The person you seek made four mistakes. He is in the dungeon. His application remains open. It will remain open.,ad
D7_THEO_TRUTH_OUT,7,SPK_THEODOROS,,0,"[Yunanca] Aradığınız kişi Misafir İzni'ni aldı, İmparator'a çıktı ve beyaz bayrakla kapıdan çıktı. Çıkış formu eksik. Ama çıktı.","[Greek] The person you seek obtained his Visitor's Permit, went before the Emperor and left through the gate under a white flag. His exit form is missing. But he left.",ad
D7_T_CELL,7,SPK_TOLGA,,0,"(İçeriden) Niko, yine mi form? 'Fes rengi: kırmızımsı.' Ezberledim artık.","(From inside) Niko, another form? 'Fez colour: reddish.' I know it by heart now.",kod
D7_T_FAR_A,7,SPK_TOLGA,[shouting],0,(Uzaktan) Şef! Leblebi bitti! ...Nohut da bitti! ...Şef?,(In the distance) Chef! We're out of leblebi! ...Out of chickpeas too! ...Chef?,ad
D7_T_FAR_B,7,SPK_TOLGA,,0,"(Uzaktan) Lütfi, 'poliçe' Frenkçe nasıl denir? ...Sen de mi bilmiyorsun?","(In the distance) Lütfi, how do you say 'policy' in Frankish? ...You don't know either?",ad
D7_T_FAR_C,7,SPK_TOLGA,[shouting],0,"(Uzaktan, bağırarak) NE? DUYMUYORUM! KULAKLARIM PAMUKLU!","(In the distance, shouting) WHAT? I CAN'T HEAR! COTTON IN MY EARS!",ad
D7_T_FAR_Y,7,SPK_TOLGA,[excited],0,"(Uzaktan) Kasko, konut, keçi. Paket halinde daha uygun!","(In the distance) Car, home and goat. Cheaper as a bundle!",ad
D7_URBAN_AGAIN,7,SPK_URBAN,,0,Çırak olmayacaksan topumun önünden çekil.,"If you won't be an apprentice, get away from my cannon.",ad
D7_URBAN_DJINN,7,SPK_URBAN,,0,"Cin kutusu! Çırağımın! Hesap yapıyor, ışık saçıyor, sonra 'şarjım bitti' diyor. Çırağım şimdi dökümhanede. Kulakları pamuklu.","The djinn box! My apprentice's! It does sums, it glows, then it says 'battery low'. My apprentice is at the foundry now. Cotton wool in his ears.",kod
D7_URBAN_HELLO,7,SPK_URBAN,,0,Usta Urban. Top. Çatlak. Sen kimsin? Çırak mı? Değil mi? Yazık.,Master Urban. Cannon. Crack. Who are you? An apprentice? No? Pity.,kod
D7_URBAN_NO,7,SPK_URBAN,,0,Cin kutusu görmedim. Görsem satın alırdım. Sen çırak olur musun? Kulak pamuğu bizden.,"I've seen no djinn box. If I had, I'd have bought it. Want to be an apprentice? Ear cotton's on us.",kod
D8_A1_ENTER,8,SPK_AGENT1,,0,"İyi sabahlar. Zaman Bürosu. Rutin kontrol. Siz devam edin, biz yokuz.",Good morning. The Time Bureau. Routine inspection. You carry on; we're not here.,kod
D8_A1_RECALL,8,SPK_AGENT1,,0,(Telsizine bakar) Acil toplantı mı? Gündem... fes? Gidiyoruz.,(Looks at his radio) An emergency meeting? Agenda... fezzes? We're going.,kod
D8_A2_ENTER,8,SPK_AGENT2,,0,Görevdeyiz. ...Ama sonra olabilir. Sonra. Görevden sonra. Şekersiz.,We're on duty. ...But perhaps later. Later. After our duty. No sugar.,kod
D8_A2_RECALL,8,SPK_AGENT2,,0,"Çayı sonra içeriz, Cemil Bey. Sonra. Toplantıdan sonra.","We'll have that tea later, Mr Cemil. Later. After the meeting.",kod
D8_A_CAUGHT_1,8,SPK_AGENT1,,0,"(Fener Hikmet'in yüzünde) Beyefendi, pijamayla alışveriş... Yönetmelik 4/d'ye aykırı değil. Ama tuhaf. Kasaya buyurun.","(The torch on Hikmet's face) Sir, shopping in pyjamas... isn't against Regulation 4/d. But it's odd. This way to the till, please.",ad
D8_A_CAUGHT_2,8,SPK_AGENT1,,0,Yine siz. Bu sepette ne var? ...Bir kondansatör? Ne için? Not ediyorum. Kasaya.,You again. What's in the basket? ...A capacitor? What for? I'm making a note. To the till.,ad
D8_A_CAUGHT_3,8,SPK_AGENT1,,0,"Üçüncü kez. Sepetinize el konulmuştur. Form Z-4, iki nüsha. Güle güle, beyefendi.","Third time. Your basket is hereby confiscated. Form Z-4, in duplicate. Goodbye, sir.",ad
D8_C_01,8,SPK_CEMIL,,0,Hikmet! Saat beş. Ya bir şey patladı ya da bir şey icat ettin.,Hikmet! Five o'clock. Either something's exploded or you've invented something.,kod
D8_C_03,8,SPK_CEMIL,,0,Pijamayla mı geldin? ...Neyse. Ben de terlikliyim. Çay?,You came in your pyjamas? ...Never mind. I'm in slippers myself. Tea?,kod
D8_C_BADGE,8,SPK_CEMIL,,0,Fotoğraf pijamalı çıktı. Kart güzel ama. 'Ajan H.' Hangi ajans?,"The photo came out in pyjamas. It's a nice card, though. 'Agent H.' Which agency?",kod
D8_C_HINT,8,SPK_CEMIL,,0,Kondansatör birinci reyonda. Anten arkada. Bant çantada. Cıvata makası bahçede. Laminasyon girişte. Ben burdayım. Çay hazır.,Capacitor's in aisle one. Aerial's at the back. Tape's in the case. Bolt cutters in gardening. Laminator's by the door. I'm here. The tea's ready.,kod
D8_C_LATE,8,SPK_CEMIL,,0,"Hikmet, saat yedi buçuk. Servisin geliyor. Dükkânı kapatmıyorum ama... bu sabah olmadı.","Hikmet, it's half past seven. Your bus is coming. I'm not closing the shop, but... it didn't happen this morning.",kod
D8_C_PAY,8,SPK_CEMIL,,0,"Hepsini buldun mu? Kondansatör, anten, bant... Hikmet, sen yine bir şey yapıyorsun.","Found everything? Capacitor, aerial, tape... Hikmet, you're up to something again.",kod
D8_C_PAY2,8,SPK_CEMIL,,0,"Kırk yıldır yazıyorum. Defterin yarısı sen. Git, Hikmet. Ne yapıyorsan yap. Çay bekler.","I've been writing it down for forty years. Half the ledger's you. Go on, Hikmet. Whatever you're doing, do it. The tea will keep.",kod
D8_C_TAPE,8,SPK_CEMIL,,0,"Bant mı? Bitti. Son ruloyu az önce iki adam aldı, gri çantalarına koydular. Çanta arka masada.",Tape? Sold out. Two men took the last roll just now and put it in their grey case. The case is on the back table.,kod
D8_C_TEA,8,SPK_CEMIL,,0,Çay?,Tea?,kod
D8_C_WHERE,8,SPK_CEMIL,,0,"Kondansatörler birinci reyonda, elektrikte. Antenler en arkada, duvarda. 1453 mikrofarad mı? Onu senden başka alan yok, hep bir tane tutarım.","Capacitors are in aisle one, electrics. Aerials are at the very back, on the wall. 1453 microfarads? No one buys those but you; I always keep one.",kod
D8_C_WHERE_HEIST,8,SPK_CEMIL,,0,"Makas bahçede, üçüncü reyon. Laminasyon ve yağmurluk girişte, solda. ...Soygun mu yapacaksın, Hikmet?","The cutters are in gardening, aisle three. The laminator and the raincoats are by the door, on the left. ...Planning a robbery, Hikmet?",kod
D8_H_01,8,SPK_HIKMET,,0,Nöbetçi Hırdavat. Kırk yıldır açık. Cemil hiç uyumaz. Uyusa da dükkân açık.,"The all-night hardware shop. Open for forty years. Cemil never sleeps. Even when he does, the shop's open.",kod
D8_H_AGENTS,8,SPK_HIKMET,,0,"El fenerleri var. Işıklarına yakalanmayayım. Rafların arkası karanlık. Kırk yıllık müşteriyim, dükkânı ezbere bilirim.",They've got torches. I mustn't get caught in their light. It's dark behind the shelves. I've been a customer for forty years; I know this shop by heart.,kod
D8_H_BADGE_1,8,SPK_HIKMET,,0,"Cemil, laminasyon makinesini burada deneyebilir miyim? Bir fotoğraf lazım. Pijamalı olsa da olur.","Cemil, can I try the laminator here? I need a photo. Pyjamas will do.",kod
D8_H_BADGE_2,8,SPK_HIKMET,,0,Zaman Bürosu. Yarın gece depolarına giriyorum. Makinemi geri alacağım.,The Time Bureau. Tomorrow night I'm going into their depot. I'm taking my machine back.,kod
D8_H_BADGE_3,8,SPK_HIKMET,,0,"Gri yağmurluk, cıvata makası, sahte kart. Yönetmelik 7/c. Kırk yıldır dükkân işletiyorum, bir depo mu işletemeyeceğim?","Grey raincoat, bolt cutters, a fake card. Regulation 7/c. I've run a shop for forty years; I can manage a depot.",kod
D8_H_CALL_1,8,SPK_HIKMET,,0,Alo? Nihat Bey? Benim. Hikmet. Pijamalı olan.,Hello? Mr Nihat? It's me. Hikmet. The one in pyjamas.,kod
D8_H_CALL_3,8,SPK_HIKMET,,0,Dükkândayım. İki ajanınız el feneriyle beni kovalıyor. Makineyi tamir etmem lazım. Evlât için.,I'm in the shop. Two of your agents are chasing me round with torches. I need to repair the machine. For the lad.,kod
D8_H_CALL_END,8,SPK_HIKMET,,0,"Söylemediniz. Sağ olun, Nihat Bey. Çayınız bende.","You didn't. Thank you, Mr Nihat. I owe you a tea.",kod
D8_H_CAUGHT_1,8,SPK_HIKMET,,0,"Kasadayım. On dakika gitti. Işıktan uzak dur, Hikmet.","I'm at the till. Ten minutes gone. Stay out of the light, Hikmet.",ad
D8_H_CAUGHT_2,8,SPK_HIKMET,,0,Bir daha olmaz. Olursa sepet gider.,"It mustn't happen again. If it does, the basket goes.",ad
D8_H_C_02,8,SPK_HIKMET,,0,"İkisi de, Cemil. Sırayla.","Both, Cemil. In that order.",kod
D8_H_FAIL_CAUGHT,8,SPK_HIKMET,,0,Sepetime el koydular. Kondansatörüme. Kırk yıllık müşteriyim. Formları iki nüshaydı.,They confiscated my basket. My capacitor. Forty years a customer. Their forms were in duplicate.,kod
D8_H_FAIL_END,8,SPK_HIKMET,,0,"Olsun. Pencereyi açarım. Daha kısa açarım. Dayan, evlât.","Never mind. I'll open the window. For less time. Hold on, lad.",kod
D8_H_FAIL_LATE,8,SPK_HIKMET,,0,Servis saati. Parçalar eksik. Makine yarım.,Opening time. The parts are missing. The machine's half-built.,kod
D8_H_G1,8,SPK_HIKMET,[hesitant],0,"Kondansatör... yerine. Anten... yerine. Bant... her yere. Bodrumdan çıkardım, taktım. Kırk dakikada. Rekor.",Capacitor... in. Aerial... in. Tape... everywhere. I brought it up from the cellar and put it together. Forty minutes. A record.,kod
D8_H_G2,8,SPK_HIKMET,,0,Halkalar dönüyor. Panel: 1453. Makine hazır.,The rings are turning. Panel: 1453. The machine's ready.,kod
D8_H_G3,8,SPK_HIKMET,,0,Sesi geldi. İyi. İyi ama orada. Yalnız.,"There's his voice. Good. Good, but he's there. Alone.",kod
D8_H_G3_NO,8,SPK_HIKMET,,0,Telsiz sessiz. Evlât ya uyuyor ya da... uyuyordur.,The radio's silent. The lad's either asleep or... he's asleep.,kod
D8_H_G4,8,SPK_HIKMET,,0,Makine hazır. Kırk dokuz yıldır hazır. Hazır olmayan hep bendim. 1977'de dans etmedim. Bu sabah...,The machine's ready. It's been ready for forty-nine years. The one who wasn't ready was always me. In 1977 I didn't dance. This morning...,kod
D8_H_GOT_ANTENNA,8,SPK_HIKMET,,0,Anten. 1987 model. Bununla Kanal 1 çekiyordu. Şimdi 1453 çekecek.,An aerial. A 1987 model. It used to pick up Channel 1. Now it'll pick up 1453.,ad
D8_H_GOT_CAPACITOR,8,SPK_HIKMET,,0,1453 mikrofarad. Tam değer. Cemil beni seviyor.,1453 microfarads. Exactly right. Cemil loves me.,ad
D8_H_GOT_CUTTER,8,SPK_HIKMET,,0,Cıvata makası. Mühür bandını keser. Kilidi de keser. Vicdanı kesmez.,"Bolt cutters. They'll cut a seal band. And a padlock. Not a conscience, though.",ad
D8_H_GOT_GLASS,8,SPK_HIKMET,,0,Panel camı. Evlât tekmeyle kırmıştı. Ya da ben kırmıştım. Bilmiyorum.,Panel glass. The lad broke it with a kick. Or I did. I don't know.,ad
D8_H_GOT_LAMINATOR,8,SPK_HIKMET,,0,"Laminasyon makinesi. Bir kart, bir fotoğraf, biraz ısı. Büro'da kart her kapıyı açar.","A laminator. A card, a photo, a bit of heat. At the Bureau, a card opens every door.",ad
D8_H_GOT_RAINCOAT,8,SPK_HIKMET,,0,Gri yağmurluk. Büro'da herkes gri. Ben de gri olacağım. Altında pijama olacak ama.,A grey raincoat. Everyone at the Bureau is grey. I'll be grey too. With pyjamas underneath.,ad
D8_H_GOT_TAPE,8,SPK_HIKMET,,0,Büro'nun mühür çantasından kendi bandımı geri aldım. Hırsızlık değil. Geri alım.,I took my tape back out of the Bureau's seal case. That's not theft. It's a repossession.,ad
D8_H_LIST,8,SPK_HIKMET,,0,"Çay sonra. Liste şu: bir kondansatör, bin dört yüz elli üç mikrofarad. Başka değer olmaz. Bir de eski tip anten.","Tea later. Here's the list: a capacitor, one thousand four hundred and fifty-three microfarads. No other value will do. And an old-style aerial.",ad
D8_H_LIST_HEIST,8,SPK_HIKMET,,0,"Çay sonra. Liste şu: cıvata makası, laminasyon makinesi, gri bir yağmurluk. Sorma.","Tea later. Here's the list: bolt cutters, a laminating machine, a grey raincoat. Don't ask.",kod
D8_H_NO_CARD,8,SPK_HIKMET,,0,Kimi arayacağım ki? Büro'nun numarası rehberde yok.,Who would I ring? The Bureau isn't in the phone book.,kod
D8_H_PAJAMA,8,SPK_HIKMET,,0,"Pijamayla çıktım. Pijama değil bu, gece mesaisi kıyafeti.","I came out in my pyjamas. They're not pyjamas, they're night-shift wear.",kod
D8_H_PAY,8,SPK_HIKMET,,0,Yazar mısın? Veresiye.,Put it on the slate? On account.,kod
D8_H_PHONE,8,SPK_HIKMET,,0,Cemil'in sabit hattı. Cebimde o adamın kartviziti var. Denetçi N. Zamanoğlu.,Cemil's landline. I've got that man's card in my pocket. Inspector N. Zamanoğlu.,kod
D8_H_RIDE_1,8,SPK_HIKMET,,0,Bir kere de ben gideyim.,"Just this once, let me be the one who goes.",kod
D8_H_RIDE_2,8,SPK_HIKMET,,0,1977 değil. 1453. Dans etmeye değil... evlâdı almaya. Terliklerim çıkmasın.,Not 1977. 1453. Not to dance... to fetch the lad. Mind my slippers stay on.,kod
D8_H_STAY,8,SPK_HIKMET,,0,"Hayır. Biri burada kalmalı. Pencereyi açacak biri. Dayan, evlât. Pencere benden.","No. Someone has to stay here. Someone to open the window. Hold on, lad. The window's on me.",kod
D8_H_TAPE,8,SPK_HIKMET,,0,Bir de bant lazım. Evlât bandımı da götürmüş. Bandsız ben neyim?,I need tape too. The lad took my tape. What am I without tape?,kod
D8_H_VAN,8,SPK_HIKMET,,0,"Minibüs peşimde. Farları sönük, motoru çalışıyor. Size zaman ayırıyoruz... Sağ olun.","The van's following me. Lights off, engine running. 'We make time for you'... How kind.",kod
D8_N_CALL_2,8,SPK_NIHAT,,0,(Cızırtılı; arkada at kişnemesi) ...Hikmet Bey. Sahadayım. 1453'te. Bu hat kayıtlı değil. Ne kadar süremiz var?,(Crackly; a horse whinnies in the background) ...Mr Hikmet. I'm in the field. In 1453. This line isn't on the record. How long have we got?,kod
D8_N_HINT,8,SPK_NIHAT,,0,Size yardım edemem. ...Ajanlar her durakta bir buçuk saniye durur ve etrafa bakar. Rafların arkasını görmezler. Bunu ben söylemedim.,I can't help you. ...The agents stop for a second and a half at each corner and look around. They can't see behind the shelves. I didn't tell you that.,kod
D8_N_RULEFREE,8,SPK_NIHAT,,0,(Kâğıt yırtılma sesi) ...Ajanlara 'acil toplantı' mesajı atıyorum. Gündem: 'Fesli ziyaretçiler hakkında yönetmelik'. Gitmek zorundalar.,(The sound of paper tearing) ...I'm sending the agents an 'emergency meeting' notice. Agenda: 'Regulations concerning visitors in fezzes'. They'll have to go.,kod
D8_T_RADIO_A,8,SPK_TOLGA,,0,(Telsiz) Hikmet Amca? Burada bugün fötr şapkalı biri beni arıyormuş. Herkes 'kırmızımsı' diyor. Ne demek?,(Radio) Uncle Hikmet? Someone in a fedora was looking for me here today. Everyone keeps saying 'reddish'. What does that mean?,kod
D8_T_RADIO_B,8,SPK_TOLGA,,0,(Telsiz) Hikmet Amca? Burada fötr şapkalı biri tavuğa form doldurtmaya çalıştı. Tavuk imzaladı.,(Radio) Uncle Hikmet? Some fellow in a fedora here tried to get a chicken to fill in a form. The chicken signed it.,kod
D8_V_01,8,SPK_VAN,,0,"(Minibüsün hoparlörü) Günaydın, vatandaş. Rutin bir alışveriş, değil mi? Değil mi?","(The van's loudspeaker) Good morning, citizen. Just some routine shopping, isn't it? Isn't it?",kod
D9_C_NOBODY,9,SPK_CANDARLI,[hesitant],0,Kimseyim. Paşa... yani kimse... seni bekliyor. Arkada. Büyük sarıklı olan.,I am nobody. The Pasha... I mean nobody... is waiting for you. Round the back. The one with the big turban.,kod
D9_G_1,9,SPK_HASAN,,0,"Dur! Otağ kapısı. Bugün onur muhafızıyız. Hüseyin, onur ne demek?","Halt! The imperial tent's gate. Today we're the guard of honour. Hüseyin, what does 'honour' mean?",kod
D9_G_2,9,SPK_HUSEYIN,,0,Onur... şu kırmızı kaftan. Ben Hasan'ım bu arada. Değilim. Huzura mı çıkacaksın?,"Honour... it's this red kaftan. I'm Hasan, by the way. I'm not. Are you here to go before the Sultan?",kod
D9_G_LATER,9,SPK_HUSEYIN,,0,"Sonra gel. Kapı yerinde. Biz de. Kim kim, bilmiyoruz ama yerimizdeyiz.","Come back later. The gate's not going anywhere. Neither are we. Don't know who's who, but we're right here.",kod
D9_G_WAIT,9,SPK_HASAN,,0,Bekle. Sultan yarın kabul ediyor. Herkes yarın. Yarın herkesin günü.,Wait. The Sultan receives tomorrow. Everyone's tomorrow. Tomorrow is everyone's day.,kod
D9_H2_2,9,SPK_HIKMET,,0,"Evlât! Buldum seni. ...Önce keçi buldu beni, ama sonra ben seni buldum.","Son! I found you. ...The goat found me first, but then I found you.",kod
D9_H2_4,9,SPK_HIKMET,,0,"Pijama değil, gece mesaisi kıyafeti. Kırk dokuz yıl bekledim, evlât. Kıyafete bakacak vaktim yoktu.","They're not pyjamas, they're night-shift wear. I waited forty-nine years, son. I didn't have time to think about clothes.",kod
D9_H2_6,9,SPK_HIKMET,,0,Onu... sonra düşünürüz. Önce şu keçiden kurtulalım. Sonra düşünürüz. Muhtemelen.,We'll... think about that later. First let's get away from this goat. Then we'll think. Probably.,kod
D9_H2_AGAIN,9,SPK_HIKMET,,0,"Keçi hâlâ bakıyor. Sen işine bak, evlât. Ben buradayım.","The goat's still staring. You get on with your business, son. I'm right here.",kod
D9_H_8_1,9,SPK_HIKMET,,0,"Makine hazır, evlât. Tamir ettim. Pencereyi açacağım, sen hazır ol. İş teklifi mi? Sigortadan iyidir.","The machine's ready, son. I fixed it. I'll open the window; you be ready. A job offer? Better than insurance.",ad
D9_H_8_2,9,SPK_HIKMET,,0,"Parçayı bulamadım, evlât. Pencere kısa olacak. Koşman gerekecek. İş teklifi mi? Koşu gerektirmeyeni al.","I couldn't find the part, son. The window will be short. You'll have to run. A job offer? Take one that doesn't involve running.",ad
D9_H_8_3,9,SPK_HIKMET,,0,"Bu gece Büro'nun deposuna giriyorum, evlât. Ajan H. olarak. Sahte kartım var. Pijamalı fotoğraflı.","Tonight I'm going into the Bureau's depot, son. As Agent H. I've got a fake card. Photo in pyjamas.",ad
D9_H_CALL,9,SPK_HIKMET,,0,(Telsiz) Evlât? Sabah oldu mu? Burada pazartesi oldu.,(Radio) Son? Is it morning there? It's Monday here.,kod
D9_H_HERE,9,SPK_HIKMET,,0,"(Telsiz, çok yakından) Evlât? Pazardayım. Pijamayla. Bir keçi beni kovalıyor. Neden kovalıyor?","(Radio, very close) Son? I'm at the market. In my pyjamas. A goat is chasing me. Why is it chasing me?",kod
D9_H_NO_ANSWER,9,SPK_HIKMET,,0,(Telsiz) ...Cevap yok. İş başında herhalde. Umarım bulaşık değildir.,(Radio) ...No answer. Must be at work. I hope it's not the washing-up.,kod
D9_KADRI_AGAIN,9,SPK_KADRI,,0,Teklif hâlâ geçerli. Kazanlar ısınıyor. Sen ısınmıyor musun?,The offer still stands. The pots are heating up. Aren't you?,ad
D9_KADRI_BUSY,9,SPK_KADRI,,0,Sen benim yamağım değilsin. Tencereye de girmiyorsun. Yolun açık olsun.,You're not my kitchen boy. And you don't fit in a pot. Off you go.,ad
